,City,Colors Reported,Shape Reported,State,Time
26234,Tacna,,LIGHT,AZ,9/15/2003 19:00
26235,Ashdown,,CIGAR,AR,9/15/2003 19:30
26236,Marana,,LIGHT,AZ,9/15/2003 20:00
26237,Pireway,ORANGE,LIGHT,NC,9/15/2003 20:00
26238,Larkspur,,CIRCLE,CA,9/15/2003 20:26
26239,North Myrtle Beach,,LIGHT,SC,9/15/2003 20:30
26240,Abingdon,,CIRCLE,VA,9/15/2003 21:00
26241,Omaha,,,NE,9/15/2003 21:02
26242,Snydersburg,,TRIANGLE,PA,9/15/2003 21:35
26243,Mount Gilead,,,NC,9/15/2003 21:42
26244,Columbus,,,OH,9/15/2003 22:00
26245,Lake Charles,,DISK,LA,9/15/2003 22:00
26246,Michigan,YELLOW,DISK,MI,9/15/2003 22:00
26247,Denver,,FORMATION,CO,9/15/2003 22:15
26248,North Kingstown,,FORMATION,RI,9/15/2003 22:30
26249,Trenton,,FIREBALL,OH,9/15/2003 22:30
26250,Flint,,OVAL,MI,9/15/2003 23:00
26251,Adrian,,OVAL,MI,9/16/2003 7:00
26252,Sandy,,SPHERE,UT,9/16/2003 13:00
26253,Elba,,LIGHT,AL,9/16/2003 20:15
26254,Lakeside,,TRIANGLE,OR,9/16/2003 20:20
26255,East Falmouth,RED GREEN,LIGHT,MA,9/16/2003 21:00
26256,Framingham,,LIGHT,MA,9/16/2003 22:00
26257,Parishville,,,NY,9/16/2003 22:00
26258,Fort Worth,,LIGHT,TX,9/16/2003 22:15
26259,Springfield,,FLASH,OR,9/17/2003 2:00
26260,Elk Grove,,LIGHT,CA,9/17/2003 3:00
26261,Indianapolis,,VARIOUS,IN,9/17/2003 6:30
26262,Charlotte,,LIGHT,NC,9/17/2003 10:00
26263,Montgomeryville,,LIGHT,PA,9/17/2003 19:30
26264,Milton,,TRIANGLE,FL,9/17/2003 20:10
26265,Atlanta,,EGG,GA,9/17/2003 20:30
26266,Big Spring,,OVAL,TX,9/17/2003 20:52
26267,Corbin,,LIGHT,KY,9/17/2003 21:00
26268,Sharon,RED GREEN BLUE,LIGHT,VT,9/17/2003 21:30
26269,Saratoga Springs,,,NY,9/17/2003 21:45
26270,Bristol,,RECTANGLE,NH,9/17/2003 22:00
26271,Kodak,,CIRCLE,TN,9/17/2003 22:00
26272,Lake Orion,,CIRCLE,MI,9/17/2003 22:00
26273,Sacramento,,LIGHT,CA,9/17/2003 22:30
26274,Orlando,,TRIANGLE,FL,9/17/2003 22:35
26275,Honolulu,RED,SPHERE,HI,9/17/2003 23:30
26276,Surf City,,LIGHT,NC,9/18/2003 4:00
26277,San Francisco,,SPHERE,CA,9/18/2003 5:15
26278,Lancaster,,SPHERE,CA,9/18/2003 11:30
26279,West Palm Beach,,CIGAR,FL,9/18/2003 13:30
26280,Rocky Mount,GREEN,FLASH,NC,9/18/2003 14:45
26281,Tucson,,CIRCLE,AZ,9/18/2003 16:00
26282,Edmond,,CHEVRON,OK,9/18/2003 21:00
26283,Colorado Springs,YELLOW,RECTANGLE,CO,9/18/2003 21:30
26284,Lompoc,RED ORANGE,FLASH,CA,9/18/2003 22:00
26285,Seattle,,SPHERE,WA,9/18/2003 22:48
26286,Red Bank,ORANGE BLUE,FLASH,NJ,9/19/2003 1:15
26287,Cherryville,,RECTANGLE,NC,9/19/2003 1:30
26288,Longmont,,LIGHT,CO,9/19/2003 7:15
26289,California City,,CYLINDER,CA,9/19/2003 8:30
26290,Rancho Cordova,,CIRCLE,CA,9/19/2003 12:30
26291,na,,TEARDROP,WY,9/19/2003 14:00
26292,Peralta,,TEARDROP,NM,9/19/2003 14:30
26293,Ethel,,OVAL,LA,9/19/2003 16:00
26294,Ethel,,OVAL,LA,9/19/2003 16:00
26295,Belen,,OVAL,NM,9/19/2003 18:50
26296,Albuquerque,RED,LIGHT,NM,9/19/2003 19:00
26297,Albuquerque,,SPHERE,NM,9/19/2003 19:00
26298,Fenton,,SPHERE,MO,9/19/2003 20:00
26299,Mammoth Lakes,,LIGHT,CA,9/19/2003 20:00
26300,Onawa,,VARIOUS,IA,9/19/2003 20:00
26301,West Point,ORANGE,LIGHT,NE,9/19/2003 20:00
26302,Cloverdale,RED,OTHER,IN,9/19/2003 20:30
26303,Williamstown,,TRIANGLE,NJ,9/19/2003 20:39
26304,Hartsel,RED,LIGHT,CO,9/19/2003 21:00
26305,Irving,,CIGAR,TX,9/19/2003 22:00
26306,Hutchinson,,TRIANGLE,KS,9/19/2003 22:30
26307,Sherman,GREEN,LIGHT,TX,9/20/2003 1:57
26308,Hanford Site,,FORMATION,WA,9/20/2003 3:54
26309,Idhna,,LIGHT,OR,9/20/2003 8:00
26310,Amherst,,TRIANGLE,MA,9/20/2003 16:30
26311,Frankfort,,DISK,IN,9/20/2003 18:00
26312,Fraser,,,MI,9/20/2003 18:00
26313,Fraser,,,MI,9/20/2003 18:00
26314,Fraser,,LIGHT,MI,9/20/2003 18:00
26315,Saugus,,DISK,MA,9/20/2003 18:00
26316,Sedona,,CYLINDER,AZ,9/20/2003 18:15
26317,Pleasant Ridge,,,MI,9/20/2003 19:00
26318,Venice,,OTHER,NE,9/20/2003 20:30
26319,Maple Valley,,LIGHT,WA,9/20/2003 20:55
26320,Maryhill,,LIGHT,WA,9/20/2003 21:00
26321,Petaluma,,FIREBALL,CA,9/20/2003 21:14
26322,Blachly,,LIGHT,OR,9/20/2003 22:00
26323,Hickory,,CIRCLE,NC,9/20/2003 23:00
26324,Mooresville,,,NC,9/20/2003 23:30
26325,Elkin,,FIREBALL,NC,9/21/2003 10:00
26326,Corvallis,,,OR,9/21/2003 10:05
26327,San Francisco,,OTHER,CA,9/21/2003 12:29
26328,Milpitas,,,CA,9/21/2003 12:30
26329,Glendale,,SPHERE,CA,9/21/2003 15:37
26330,Oak View,,DISK,CA,9/21/2003 17:30
26331,Las Vegas,,CIRCLE,NV,9/21/2003 19:00
26332,Northwood,,LIGHT,NH,9/21/2003 19:30
26333,Bakersfield,,LIGHT,CA,9/21/2003 19:45
26334,Crescent City,,OTHER,CA,9/21/2003 20:05
26335,Fox Lake,,TRIANGLE,IL,9/21/2003 20:30
26336,Provincetown,RED BLUE,OTHER,MA,9/21/2003 21:15
26337,Lake George,,FLASH,NY,9/22/2003 3:00
26338,Garden city,,EGG,GA,9/22/2003 3:15
26339,Spokane,,FIREBALL,WA,9/22/2003 5:15
26340,Gilberts,,TRIANGLE,IL,9/22/2003 9:15
26341,Arlington,,OTHER,WA,9/22/2003 14:50
26342,Portland,,LIGHT,OR,9/22/2003 17:30
26343,Northfield,,LIGHT,MN,9/22/2003 19:00
26344,Santa Fe,,,NM,9/22/2003 19:30
26345,West Hills,,LIGHT,CA,9/22/2003 19:30
26346,Boonville,ORANGE,LIGHT,AR,9/22/2003 20:00
26347,Auburn,,TRIANGLE,ME,9/22/2003 21:00
26348,Cameron,,CIRCLE,OK,9/22/2003 21:00
26349,Columbia,,LIGHT,MO,9/22/2003 21:11
26350,Fort Smith,,FORMATION,AR,9/22/2003 21:30
26351,Phoenix,,LIGHT,AZ,9/22/2003 21:30
26352,Fort Collins,,TRIANGLE,CO,9/23/2003 1:05
26353,Fort Collins,,TRIANGLE,CO,9/23/2003 1:30
26354,Sherman,,LIGHT,TX,9/23/2003 3:26
26355,Portland,RED BLUE,LIGHT,OR,9/23/2003 4:27
26356,Lincoln City,,OVAL,OR,9/23/2003 13:23
26357,Palo Alto,,LIGHT,CA,9/23/2003 19:15
26358,Palm Beach Gardens,,,FL,9/23/2003 19:45
26359,Sonoma,,OTHER,CA,9/23/2003 20:00
26360,Portland,,SPHERE,OR,9/23/2003 20:16
26361,Morgan Hill,GREEN,OTHER,CA,9/23/2003 20:30
26362,Boss,,LIGHT,MO,9/23/2003 21:00
26363,Grafton,,LIGHT,IL,9/23/2003 21:00
26364,Cuba,,,MO,9/23/2003 21:30
26365,San Antonio,,FLASH,TX,9/23/2003 21:30
26366,Washington,RED GREEN,CIRCLE,WV,9/23/2003 21:30
26367,Seymour,,OTHER,IN,9/23/2003 22:15
26368,Sucsess,,TRIANGLE,AR,9/23/2003 22:30
26369,Breckenridge,,TRIANGLE,MN,9/23/2003 23:30
26370,Nashville,,TRIANGLE,TN,9/24/2003 1:53
26371,New York City,,SPHERE,NY,9/24/2003 2:30
26372,New York City,,SPHERE,NY,9/24/2003 2:40
26373,Potsdam,RED,TRIANGLE,NY,9/24/2003 3:00
26374,Charlotte,,LIGHT,NC,9/24/2003 8:40
26375,Colorado Springs,,SPHERE,CO,9/24/2003 10:55
26376,Ann Arbor,,CIGAR,MI,9/24/2003 11:30
26377,South Point,RED BLUE,LIGHT,OH,9/24/2003 11:32
26378,Floral Park,,SPHERE,NY,9/24/2003 18:00
26379,Pensacola,,FIREBALL,FL,9/24/2003 18:45
26380,Fort Lauderdale,,TRIANGLE,FL,9/24/2003 20:00
26381,Hoboken,BLUE,CIRCLE,NJ,9/24/2003 20:01
26382,St. George,,FLASH,UT,9/24/2003 20:35
26383,Cookeville,,VARIOUS,TN,9/24/2003 21:00
26384,Fort Edward,,CIGAR,NY,9/24/2003 21:00
26385,Fort Edward,,DISK,NY,9/24/2003 21:15
26386,Lake Orion,,CIRCLE,MI,9/24/2003 22:30
26387,Tooele,RED,TRIANGLE,UT,9/24/2003 23:00
26388,Portland,,CIRCLE,OR,9/24/2003 23:13
26389,Abilene,GREEN,VARIOUS,KS,9/25/2003 0:00
26390,Cape May,,SPHERE,NJ,9/25/2003 0:15
26391,Sarasota,,OTHER,FL,9/25/2003 0:35
26392,Kennewick,,LIGHT,WA,9/25/2003 1:00
26393,Park Rapids,RED,LIGHT,MN,9/25/2003 3:00
26394,Bellingham,ORANGE,LIGHT,WA,9/25/2003 7:00
26395,Ormond Beach,,OVAL,FL,9/25/2003 10:30
26396,Reno,,LIGHT,NV,9/25/2003 18:30
26397,Arlington,,CIRCLE,WA,9/25/2003 18:35
26398,Charlotte,,OVAL,NC,9/25/2003 19:10
26399,Bicknell,RED,LIGHT,IN,9/25/2003 20:00
26400,Traverse City,,DISK,MI,9/25/2003 20:00
26401,Dothan,,LIGHT,AL,9/25/2003 20:30
26402,Pensacola,GREEN,FIREBALL,FL,9/25/2003 20:45
26403,Newport,,FORMATION,AR,9/25/2003 21:00
26404,San Jose,,TRIANGLE,CA,9/25/2003 21:00
26405,Houston,,OTHER,TX,9/25/2003 22:20
26406,Marstons Mills,,,MA,9/25/2003 22:20
26407,Centerville,,CHEVRON,OH,9/26/2003 0:30
26408,Junction City,,TRIANGLE,OR,9/26/2003 1:44
26409,Pleasant Lake,,OVAL,MI,9/26/2003 3:07
26410,Miami,,TRIANGLE,FL,9/26/2003 4:00
26411,Seattle,,,WA,9/26/2003 13:15
26412,Ontario,,SPHERE,CA,9/26/2003 17:15
26413,Santa Clara,,SPHERE,CA,9/26/2003 18:30
26414,Logan,,CYLINDER,WV,9/26/2003 18:45
26415,Dora,,LIGHT,AR,9/26/2003 20:00
26416,Pitcairn,,LIGHT,NY,9/26/2003 20:24
26417,Wapato,ORANGE,LIGHT,WA,9/26/2003 20:25
26418,Point Roberts,,LIGHT,WA,9/26/2003 20:30
26419,Hudson,,CIRCLE,FL,9/26/2003 20:45
26420,Richmond,,LIGHT,KY,9/26/2003 21:00
26421,Myrtle Beach,,LIGHT,SC,9/26/2003 22:15
26422,Lakewood,RED YELLOW,CHEVRON,CO,9/26/2003 23:53
26423,Kittatas,,LIGHT,WA,9/27/2003 0:15
26424,DeKalb,,TRIANGLE,TX,9/27/2003 3:00
26425,Lake Stevens,,LIGHT,WA,9/27/2003 4:00
26426,Gray,RED BLUE,SPHERE,GA,9/27/2003 4:30
26427,Ask not to give this out.,BLUE,LIGHT,MN,9/27/2003 7:00
26428,Oroville,,OVAL,WA,9/27/2003 14:00
26429,Sumner,,SPHERE,WA,9/27/2003 15:20
26430,Johnson City,,CIRCLE,NY,9/27/2003 19:25
26431,Millville,,LIGHT,NJ,9/27/2003 19:55
26432,Catskill,,TRIANGLE,NY,9/27/2003 20:30
26433,George,,LIGHT,WA,9/27/2003 20:50
26434,Myrtle Beach,RED,LIGHT,SC,9/27/2003 22:00
26435,Seattle,GREEN,LIGHT,WA,9/27/2003 22:34
26436,Frisco,,TRIANGLE,TX,9/27/2003 23:15
26437,,,TRIANGLE,CA,9/28/2003 1:00
26438,Dyersburg,,OTHER,TN,9/28/2003 1:00
26439,Las Vegas,,TRIANGLE,NV,9/28/2003 1:04
26440,Richardson,,FORMATION,TX,9/28/2003 1:28
26441,Athens,,TRIANGLE,GA,9/28/2003 1:30
26442,Bristol,,TRIANGLE,TN,9/28/2003 1:30
26443,Roanoke,,CIRCLE,VA,9/28/2003 2:30
26444,Tacoma,,,WA,9/28/2003 4:00
26445,Marstons Mills,,OTHER,MA,9/28/2003 7:50
26446,Amory,,SPHERE,MS,9/28/2003 12:00
26447,Houston,,CYLINDER,TX,9/28/2003 17:30
26448,Santa Fe,,EGG,NM,9/28/2003 18:00
26449,Baker City,,RECTANGLE,OR,9/28/2003 19:29
26450,Santa Fe,,TEARDROP,NM,9/28/2003 19:30
26451,Cornelius,,DISK,OR,9/28/2003 21:30
26452,Bellevue,,LIGHT,WA,9/28/2003 22:00
26453,Oak Ridge,,LIGHT,NC,9/28/2003 23:00
26454,Olympia,,LIGHT,WA,9/28/2003 23:10
26455,San Carlos,,TRIANGLE,AZ,9/29/2003 0:17
26456,Verdi,,OVAL,NV,9/29/2003 3:00
26457,Arlington,,TRIANGLE,WA,9/29/2003 5:00
26458,Glens Falls,,CIGAR,NY,9/29/2003 17:00
26459,Palo Alto,,LIGHT,CA,9/29/2003 19:15
26460,Mooers,,DISK,NY,9/29/2003 19:50
26461,Tres Pinos,,FLASH,CA,9/29/2003 20:00
26462,Yellowstone National Park,,SPHERE,WY,9/29/2003 20:35
26463,Mercer County,,,KY,9/29/2003 21:00
26464,Texas,,CYLINDER,TX,9/30/2003 0:00
26465,Tucson,GREEN,OVAL,AZ,9/30/2003 0:00
26466,Yukon,,DISK,OK,9/30/2003 0:30
26467,Hestes,,OVAL,TX,9/30/2003 1:15
26468,Richfield,,OTHER,UT,9/30/2003 3:30
26469,La Sal,,SPHERE,UT,9/30/2003 12:00
26470,De Kalb,ORANGE,FIREBALL,NY,9/30/2003 19:30
26471,San Francisco,,,CA,9/30/2003 19:45
26472,Montauk,,TRIANGLE,NY,9/30/2003 21:00
26473,Nantucket,,TRIANGLE,MA,9/30/2003 21:00
26474,Poplar Grove,,LIGHT,IL,9/30/2003 22:34
26475,Saco,,CIRCLE,ME,10/1/2003 0:00
26476,West Central Missouri,,LIGHT,MO,10/1/2003 0:00
26477,Redmond,,LIGHT,WA,10/1/2003 0:20
26478,Long Beach,,OTHER,CA,10/1/2003 5:40
26479,Hartland,,,MI,10/1/2003 16:00
26480,Kennesaw,,TRIANGLE,GA,10/1/2003 18:00
26481,Perry Township,,CIGAR,OH,10/1/2003 18:15
26482,San Diego,,,CA,10/1/2003 20:05
26483,Bellevue,,LIGHT,WA,10/1/2003 21:00
26484,Rye,,SPHERE,CO,10/1/2003 21:00
26485,Oologah,,OTHER,OK,10/1/2003 21:30
26486,Granville,,CIRCLE,MA,10/1/2003 22:00
26487,Circleville,ORANGE,LIGHT,OH,10/1/2003 23:00
26488,Kerrville,,CIRCLE,TX,10/2/2003 2:45
26489,Charlotte,ORANGE,OVAL,NC,10/2/2003 19:13
26490,Mobile,,CHEVRON,AL,10/2/2003 19:30
26491,Bayfield,,TRIANGLE,CO,10/2/2003 21:00
26492,Goose Creek,,DIAMOND,SC,10/2/2003 21:00
26493,Marlette,,LIGHT,MI,10/2/2003 21:45
26494,Pueblo West,RED,OTHER,CO,10/2/2003 22:15
26495,Baltimore,,DISK,MD,10/3/2003 2:00
26496,Las Vegas,,,NV,10/3/2003 6:15
26497,Madison,,LIGHT,OH,10/3/2003 6:45
26498,Coventry,,FORMATION,RI,10/3/2003 12:50
26499,Burien,,DISK,WA,10/3/2003 18:20
26500,New Bedford,,FORMATION,MA,10/3/2003 20:40
26501,Clark,,LIGHT,WY,10/3/2003 20:51
26502,Beaver Crossing,,OTHER,NE,10/3/2003 22:45
26503,Malverne,,LIGHT,NY,10/3/2003 23:15
26504,Augusta,,TRIANGLE,AR,10/4/2003 0:15
26505,Concord,,FIREBALL,CA,10/4/2003 1:00
26506,Pleasant Hill,,,MO,10/4/2003 10:00
26507,Lafayette,,LIGHT,LA,10/4/2003 16:30
26508,Brighton,,TEARDROP,CO,10/4/2003 18:10
26509,Lawrenceville,,FORMATION,GA,10/4/2003 19:58
26510,Murray,RED GREEN BLUE,VARIOUS,KY,10/4/2003 20:00
26511,La Moille,,VARIOUS,IL,10/4/2003 21:30
26512,Hayward,,LIGHT,CA,10/4/2003 23:00
26513,Mississippi River,,LIGHT,LA,10/4/2003 23:00
26514,Kansas City,,VARIOUS,KS,10/4/2003 23:05
26515,No.Hollywood,,,CA,10/4/2003 23:30
26516,Syracuse,RED GREEN,FORMATION,NY,10/4/2003 23:45
26517,Salt Lake City,,CIGAR,UT,10/5/2003 5:30
26518,Susanville,,LIGHT,CA,10/5/2003 6:15
26519,Carpentersville,,TRIANGLE,IL,10/5/2003 8:00
26520,Rio Grande City,,CIGAR,TX,10/5/2003 15:00
26521,Phoenix,,FORMATION,AZ,10/5/2003 18:15
26522,Wapakoneta,RED,LIGHT,OH,10/5/2003 18:30
26523,Jenkins,,CHEVRON,MN,10/5/2003 21:10
26524,Kingman,,DISK,AZ,10/5/2003 21:15
26525,La Vista,,OTHER,NE,10/6/2003 0:00
26526,Holland,,CONE,MI,10/6/2003 3:55
26527,Shell Knob,,SPHERE,MO,10/6/2003 4:00
26528,Rainbow Lakes Estates,,OTHER,FL,10/6/2003 11:45
26529,Lebanon Church,,CIGAR,VA,10/6/2003 18:30
26530,Annapolis,,TRIANGLE,MD,10/6/2003 20:12
26531,Parker,,CHEVRON,CO,10/6/2003 20:30
26532,Kansas City,,TEARDROP,MO,10/6/2003 22:53
26533,Tampa,,OVAL,FL,10/7/2003 5:45
26534,Las Cruces,,TRIANGLE,NM,10/7/2003 6:20
26535,Pleasant Hill,,OVAL,MO,10/7/2003 7:40
26536,Walnut Creek,,OVAL,CA,10/7/2003 10:00
26537,Carbondale,,TRIANGLE,IL,10/7/2003 15:35
26538,Meriden,,DISK,CT,10/7/2003 18:00
26539,Fairfield,,FORMATION,IA,10/7/2003 19:30
26540,Fairfield,,FORMATION,IA,10/7/2003 19:30
26541,Urbandale,,FORMATION,IA,10/7/2003 19:30
26542,Urbandale,,FORMATION,IA,10/7/2003 20:00
26543,San Diego,,LIGHT,CA,10/7/2003 21:35
26544,Chicago,,OVAL,IL,10/7/2003 22:00
26545,Waterloo,,TEARDROP,IA,10/7/2003 23:06
26546,Lowell,,RECTANGLE,MA,10/8/2003 3:30
26547,Ringgold,,TRIANGLE,VA,10/8/2003 17:00
26548,Banks,,DISK,AL,10/8/2003 18:00
26549,Rising Sun,,OTHER,MD,10/8/2003 19:00
26550,Arthur,,LIGHT,NE,10/8/2003 19:05
26551,Intervalle,,VARIOUS,NH,10/8/2003 19:30
26552,Kennedyville,,LIGHT,MD,10/8/2003 19:30
26553,Kennedyville,,VARIOUS,MD,10/8/2003 19:30
26554,Arcadia,,LIGHT,IN,10/8/2003 20:20
26555,Bel AIr,,LIGHT,MD,10/8/2003 20:23
26556,Sylmar,,LIGHT,CA,10/8/2003 22:00
26557,Tonawanda,BLUE,OTHER,NY,10/8/2003 22:20
26558,Colorado Springs,,LIGHT,CO,10/9/2003 2:45
26559,Livonia,,LIGHT,MI,10/9/2003 3:00
26560,Isle of Palms,RED,DISK,SC,10/9/2003 3:45
26561,Ferndale,,RECTANGLE,MI,10/9/2003 7:30
26562,Utica,,CIRCLE,NY,10/9/2003 11:30
26563,Everett,,CYLINDER,WA,10/9/2003 16:48
26564,Binghamton,,OVAL,NY,10/9/2003 19:30
26565,Brookings Harbor,,LIGHT,OR,10/9/2003 20:10
26566,San Jose,RED,LIGHT,CA,10/9/2003 20:15
26567,Port Orange,RED,DISK,FL,10/9/2003 21:30
26568,Corvallis,,OTHER,OR,10/9/2003 23:00
26569,Santa Rosa,,CIRCLE,CA,10/9/2003 23:00
26570,New Buffulo,,LIGHT,MI,10/10/2003 9:00
26571,Alhambra,,OVAL,CA,10/10/2003 12:00
26572,Indianapolis,,SPHERE,IN,10/10/2003 18:00
26573,Centreville,,OTHER,VA,10/10/2003 19:15
26574,Grand View,,LIGHT,ID,10/10/2003 20:05
26575,Temperance,RED GREEN,OVAL,MI,10/10/2003 20:25
26576,Crescent Beach,,FORMATION,SC,10/10/2003 21:10
26577,Albuquerque,,LIGHT,NM,10/10/2003 22:00
26578,Gleason,,SPHERE,WI,10/10/2003 23:25
26579,San Diego,,,CA,10/11/2003 0:00
26580,Austin,,CIRCLE,MN,10/11/2003 0:20
26581,New York City,,EGG,NY,10/11/2003 1:29
26582,Truckee,BLUE,SPHERE,CA,10/11/2003 3:00
26583,Fort Knox,,FIREBALL,KY,10/11/2003 7:00
26584,Newaygo,,CIRCLE,MI,10/11/2003 11:32
26585,Nebraska,,CIGAR,NE,10/11/2003 13:00
26586,Placerville,,LIGHT,CA,10/11/2003 19:05
26587,Frederick,,,CO,10/11/2003 20:00
26588,Bloomington,,DISK,IN,10/11/2003 20:30
26589,Independence,,CHEVRON,MO,10/11/2003 22:40
26590,Acton,RED GREEN,CIRCLE,CA,10/12/2003 0:00
26591,Albany,,,NY,10/12/2003 2:00
26592,Antioch,,CIRCLE,CA,10/12/2003 2:00
26593,Auburn,RED,FIREBALL,PA,10/12/2003 13:08
26594,Rosamond,,OTHER,CA,10/12/2003 18:25
26595,South Bend,,OTHER,IN,10/12/2003 18:30
26596,Reevesville,,OTHER,SC,10/12/2003 18:35
26597,Dallas,RED,SPHERE,TX,10/12/2003 22:20
26598,Dayton,,,OH,10/13/2003 0:00
26599,Deerfield Beach,RED,CIGAR,FL,10/13/2003 1:00
26600,Evansville,,LIGHT,IN,10/13/2003 1:00
26601,Craig,,TRIANGLE,CO,10/13/2003 6:00
26602,Pocatello,,OVAL,ID,10/13/2003 11:50
26603,Kansas ??,,,KS,10/13/2003 17:00
26604,Wilton,,DISK,CA,10/13/2003 18:30
26605,Phoenix,,SPHERE,AZ,10/13/2003 19:12
26606,Binghamton,,SPHERE,NY,10/13/2003 20:00
26607,Provo,ORANGE,LIGHT,UT,10/13/2003 21:00
26608,Denver,,CHEVRON,CO,10/13/2003 21:20
26609,Trenton,,OTHER,OH,10/13/2003 21:30
26610,Warsaw,,OTHER,IN,10/13/2003 21:30
26611,Waterbury,,DISK,CT,10/13/2003 23:00
26612,Houston,,LIGHT,TX,10/13/2003 23:15
26613,Zanesville,BLUE,RECTANGLE,OH,10/13/2003 23:15
26614,Yelm,RED,OVAL,WA,10/14/2003 11:30
26615,Plains,RED,TRIANGLE,PA,10/14/2003 19:00
26616,San Leandro,,LIGHT,CA,10/14/2003 19:58
26617,Los Angeles,,TRIANGLE,CA,10/14/2003 21:00
26618,Orlando,,FORMATION,FL,10/14/2003 21:24
26619,Indianapolis,,OVAL,IN,10/14/2003 23:00
26620,Indianapolis,,OVAL,IN,10/14/2003 23:00
26621,Minneapolis,,OTHER,MN,10/14/2003 23:00
26622,Trego,,,WI,10/14/2003 23:50
26623,Boise,,TRIANGLE,ID,10/15/2003 0:30
26624,Crandall,,LIGHT,IN,10/15/2003 3:00
26625,Flagstaff,,OVAL,AZ,10/15/2003 4:00
26626,San Jose,,TRIANGLE,CA,10/15/2003 6:30
26627,Weatherford,,VARIOUS,TX,10/15/2003 10:00
26628,Plant City,,DISK,FL,10/15/2003 11:00
26629,Little Rock,,CIRCLE,AR,10/15/2003 11:30
26630,Granada Hills,,DISK,CA,10/15/2003 13:00
26631,Ironwood,,DISK,MI,10/15/2003 15:00
26632,Chiefland,,CIGAR,FL,10/15/2003 17:00
26633,Richmond,,CIRCLE,IN,10/15/2003 17:20
26634,Indianapolis,,,IN,10/15/2003 17:30
26635,Westerville,,,OH,10/15/2003 18:00
26636,Sheridan,ORANGE,CIGAR,AR,10/15/2003 18:45
26637,Elizabeth,RED,DISK,PA,10/15/2003 19:15
26638,Collinsville,,LIGHT,OH,10/15/2003 19:25
26639,North Little Rock,,VARIOUS,AR,10/15/2003 20:00
26640,Aberdeen,,DISK,WA,10/15/2003 20:30
26641,Knoxville,,LIGHT,TN,10/15/2003 20:30
26642,Wofford Heights,,CIRCLE,CA,10/15/2003 20:30
26643,Hamilton,,DIAMOND,OH,10/15/2003 20:45
26644,Hernando,,,FL,10/15/2003 21:00
26645,Mesa,,CIRCLE,AZ,10/15/2003 21:15
26646,Sylvan Beach,,FIREBALL,NY,10/15/2003 22:00
26647,Brewster,,CIGAR,MA,10/15/2003 23:00
26648,Maryville,,LIGHT,MO,10/15/2003 23:00
26649,Tuolumne,,LIGHT,CA,10/15/2003 23:00
26650,Delaware,,LIGHT,OH,10/15/2003 23:30
26651,Opp,,FORMATION,AL,10/16/2003 2:00
26652,Mckinleyville,RED YELLOW,LIGHT,CA,10/16/2003 2:45
26653,Stevensville,ORANGE,LIGHT,MD,10/16/2003 8:15
26654,Seattle,,,WA,10/16/2003 12:00
26655,Hanna,,OTHER,UT,10/16/2003 13:00
26656,Sacramento,,TRIANGLE,CA,10/16/2003 17:30
26657,Hayward,,,CA,10/16/2003 17:34
26658,Columbus,,LIGHT,OH,10/16/2003 18:00
26659,Buckeye Lake,,LIGHT,OH,10/16/2003 18:30
26660,Easton,,,PA,10/16/2003 18:46
26661,Pinos Altos,,,NM,10/16/2003 20:17
26662,Sumner,,VARIOUS,WA,10/16/2003 22:30
26663,Opp,,SPHERE,AL,10/17/2003 0:30
26664,Dallas,,,TX,10/17/2003 2:00
26665,Little Rock,BLUE,OTHER,AR,10/17/2003 2:45
26666,Marietta,,LIGHT,GA,10/17/2003 6:40
26667,Payson,,OVAL,AZ,10/17/2003 17:00
26668,West Jordan,,,UT,10/17/2003 17:10
26669,Richardson,,CIRCLE,TX,10/17/2003 19:00
26670,Venice,,TRIANGLE,FL,10/17/2003 19:30
26671,Opp,,TRIANGLE,AL,10/17/2003 20:45
26672,Missoula,,CIRCLE,MT,10/17/2003 21:00
26673,Lovingston,,,VA,10/17/2003 22:00
26674,State College,,OTHER,PA,10/17/2003 22:00
26675,Petaluma,RED BLUE,LIGHT,CA,10/17/2003 23:00
26676,North Platte,,CIRCLE,NE,10/17/2003 23:14
26677,Las Vegas,,TRIANGLE,NV,10/17/2003 23:40
26678,Union Beach,,LIGHT,NJ,10/18/2003 0:00
26679,Purlear,,,NC,10/18/2003 1:00
26680,Salem,RED,OTHER,OR,10/18/2003 1:44
26681,Mason,,LIGHT,TX,10/18/2003 2:00
26682,Route 80 W,,SPHERE,PA,10/18/2003 2:00
26683,Marion,,LIGHT,AR,10/18/2003 3:30
26684,Everett,GREEN BLUE,SPHERE,WA,10/18/2003 11:15
26685,Blountville,,VARIOUS,TN,10/18/2003 12:34
26686,Kingsport,,VARIOUS,TN,10/18/2003 12:48
26687,Fair Oaks,,DISK,CA,10/18/2003 13:30
26688,Bedford,,RECTANGLE,TX,10/18/2003 14:23
26689,Alexandria,,CIRCLE,IN,10/18/2003 15:00
26690,Watersmeet,,CIGAR,MI,10/18/2003 15:45
26691,Modesto,,SPHERE,CA,10/18/2003 16:10
26692,Knoxville,,CIRCLE,TN,10/18/2003 17:00
26693,North Bend,,DISK,WA,10/18/2003 17:00
26694,Columbia,,CIRCLE,MO,10/18/2003 17:35
26695,Liberty,,LIGHT,TX,10/18/2003 18:43
26696,Austin,,OTHER,TX,10/18/2003 18:45
26697,Tuscumbia,RED,OTHER,AL,10/18/2003 19:00
